account_id;customer_id;account_number;account_type;balance_idr;created_date;status;tier
ACC00732;NBC0732;8851602325;tabungan;23376088;20/11/2022;closed;silver
ACC00733;NBC0733;8807155587;tabungan;6531551;08/02/2025;active;basic
ACC00734;NBC0734;8804224564;tabungan;3733205;02/08/2023;active;gold
ACC00735;NBC0735;8899255125;tabungan;4878582;14/12/2022;active;basic
ACC00736;NBC0736;8807819135;tabungan;15707523;16/01/2025;active;silver
ACC00737;NBC0737;8834941971;tabungan;1530863;28/10/2024;active;basic
ACC00738;NBC0738;8875571663;bisnis;89937745;13/12/2024;active;silver
ACC00739;NBC0739;8824630616;bisnis;47121237;12/07/2024;active;basic
ACC00740;NBC0740;8885635200;bisnis;36504676;18/08/2024;active;basic
ACC00741;NBC0741;8815042059;bisnis;123497511;26/09/2024;active;silver
ACC00742;NBC0742;8868569771;tabungan;37840482;24/01/2025;active;gold
ACC00743;NBC0743;8836080901;tabungan;20640140;20/02/2024;active;basic
ACC00744;NBC0744;8846103927;tabungan;3061603;22/03/2024;active;silver
ACC00745;NBC0745;8888189304;tabungan;34556660;26/09/2024;active;gold
ACC00746;NBC0746;8816388168;deposito;434093368;01/02/2025;active;gold
ACC00747;NBC0747;8885185690;tabungan;31851362;06/02/2025;active;silver
ACC00748;NBC0748;8809656882;tabungan;23622821;05/08/2024;active;silver
ACC00749;NBC0749;8828007272;deposito;209114845;11/11/2024;active;basic
ACC00750;NBC0750;8814723735;tabungan;219292;16/12/2024;active;silver
ACC00751;NBC0751;8807830830;tabungan;28284042;08/08/2023;active;silver
ACC00752;NBC0752;8878999514;tabungan;26966516;15/02/2025;dormant;gold
ACC00753;NBC0753;8898367146;deposito;191122109;23/06/2024;dormant;silver
ACC00754;NBC0754;8890668867;tabungan;32366342;01/02/2025;active;basic
ACC00755;NBC0755;8885711645;tabungan;25103034;23/01/2025;active;gold
ACC00756;NBC0756;8859563431;tabungan;29031122;03/09/2022;active;silver
ACC00757;NBC0757;8873920025;deposito;275465214;22/08/2024;closed;gold
ACC00758;NBC0758;8865337773;bisnis;142571069;14/11/2023;active;basic
ACC00759;NBC0759;8816787192;deposito;14893738;31/10/2023;active;silver
ACC00760;NBC0760;8854872012;tabungan;27996042;28/03/2024;active;basic
ACC00761;NBC0761;8802545500;tabungan;17724209;14/07/2024;active;basic
ACC00762;NBC0762;8890809983;tabungan;23058044;21/09/2024;active;gold
ACC00763;NBC0763;8876738872;deposito;309957974;07/12/2024;active;basic
ACC00764;NBC0764;8816303438;tabungan;20894108;04/02/2025;active;basic
ACC00765;NBC0765;8800091435;tabungan;14847776;08/02/2025;active;basic
ACC00766;NBC0766;8893074179;tabungan;10662162;02/10/2023;dormant;gold
ACC00767;NBC0767;8854662897;tabungan;38110027;19/11/2024;active;platinum
ACC00768;NBC0768;8851896225;deposito;377151956;10/12/2023;closed;silver
ACC00769;NBC0769;8856002230;bisnis;42161959;04/06/2024;dormant;basic
ACC00770;NBC0770;8840567712;tabungan;8799944;10/08/2024;active;basic
ACC00771;NBC0771;8858904182;tabungan;24220652;25/12/2024;active;silver
ACC00772;NBC0772;8805166608;deposito;419573222;29/01/2025;active;silver
ACC00773;NBC0773;8839278844;tabungan;7801310;03/02/2024;active;silver
ACC00774;NBC0774;8890986361;bisnis;130936592;22/05/2024;active;basic
ACC00775;NBC0775;8876958444;tabungan;22003328;07/01/2024;active;basic
ACC00776;NBC0776;8822482488;bisnis;42186085;17/08/2024;active;gold
ACC00777;NBC0777;8813737145;tabungan;26466151;27/08/2024;active;gold
ACC00778;NBC0778;8811802669;tabungan;2888532;17/02/2023;active;basic
ACC00779;NBC0779;8819396061;tabungan;8272757;19/01/2024;active;gold
ACC00780;NBC0780;8871891199;deposito;18157246;16/10/2024;active;silver
ACC00781;NBC0781;8856924768;tabungan;8501667;31/08/2024;active;basic
ACC00782;NBC0782;8834103414;tabungan;37158290;15/09/2024;active;gold
ACC00783;NBC0783;8818118140;tabungan;6356987;28/10/2024;active;gold
ACC00784;NBC0784;8813251790;tabungan;23038213;08/02/2025;active;silver
ACC00785;NBC0785;8870856094;bisnis;83639220;29/03/2024;active;basic
ACC00786;NBC0786;8867148783;tabungan;3305547;24/10/2024;dormant;basic
ACC00787;NBC0787;8831456457;tabungan;4744535;11/01/2025;active;gold
ACC00788;NBC0788;8875794074;bisnis;34092891;07/02/2023;active;silver
ACC00789;NBC0789;8837449998;deposito;19668058;17/06/2023;active;silver
ACC00790;NBC0790;8893391369;tabungan;30284062;31/07/2024;active;gold
ACC00791;NBC0791;8826410603;bisnis;78059202;13/09/2023;active;silver
ACC00792;NBC0792;8875318057;tabungan;11362859;06/11/2024;active;basic
ACC00793;NBC0793;8810108965;tabungan;26713861;04/10/2024;active;gold
ACC00794;NBC0794;8812536064;tabungan;19918770;30/05/2024;active;basic
ACC00795;NBC0795;8847486794;tabungan;1530648;26/08/2024;dormant;silver
ACC00796;NBC0796;8898948481;bisnis;151207891;30/09/2023;active;basic
ACC00797;NBC0797;8836100770;deposito;255878215;01/04/2023;active;basic
ACC00798;NBC0798;8873759493;tabungan;4919489;16/07/2024;active;silver
ACC00799;NBC0799;8807811171;tabungan;13655246;27/01/2025;active;gold
ACC00800;NBC0800;8800490214;tabungan;38602664;05/02/2025;active;basic
ACC00801;NBC0801;8815596743;tabungan;19334341;08/12/2024;active;gold
ACC00802;NBC0802;8884965523;tabungan;15693557;03/12/2024;active;silver
ACC00803;NBC0803;8870335300;tabungan;38187428;19/05/2024;active;silver
ACC00804;NBC0804;8899266536;tabungan;20978688;26/01/2025;active;silver
ACC00805;NBC0805;8897731739;tabungan;48259538;23/12/2024;active;basic
ACC00806;NBC0806;8824872385;bisnis;81953673;30/06/2024;active;basic
ACC00807;NBC0807;8853927687;tabungan;35402761;19/08/2024;dormant;silver
ACC00808;NBC0808;8841349317;bisnis;178682471;21/08/2022;active;basic
ACC00809;NBC0809;8867060558;deposito;497531274;28/01/2025;closed;silver
ACC00810;NBC0810;8873579211;tabungan;43122412;22/01/2023;active;silver
ACC00811;NBC0811;8850698935;bisnis;104808965;24/01/2025;active;basic
ACC00812;NBC0812;8864639897;deposito;407715122;16/02/2024;active;silver
ACC00813;NBC0813;8845570393;tabungan;1145255;01/12/2024;active;gold
ACC00814;NBC0814;8827186692;tabungan;16913281;27/01/2025;active;silver
ACC00815;NBC0815;8829050926;tabungan;24401184;21/06/2024;active;basic
ACC00816;NBC0816;8801101561;deposito;33774113;30/08/2024;active;silver
ACC00817;NBC0817;8897384498;tabungan;27968845;02/05/2023;active;basic
ACC00818;NBC0818;8813008823;deposito;48970089;04/12/2024;closed;silver
ACC00819;NBC0819;8869908672;tabungan;35725129;18/10/2023;active;gold
ACC00820;NBC0820;8831044817;tabungan;13296431;11/02/2025;active;basic
ACC00821;NBC0821;8836556192;tabungan;45483646;27/01/2025;dormant;gold
ACC00822;NBC0822;8888220631;tabungan;8585593;26/07/2022;active;gold
ACC00823;NBC0823;8841761302;bisnis;141769334;25/04/2024;active;gold
ACC00824;NBC0824;8841693683;deposito;106781759;23/08/2024;active;basic
ACC00825;NBC0825;8867640323;tabungan;21364393;18/01/2025;active;silver
ACC00826;NBC0826;8819325282;tabungan;38849005;29/10/2024;active;basic
ACC00827;NBC0827;8871269379;tabungan;42718463;24/10/2024;dormant;gold
ACC00828;NBC0828;8899522529;tabungan;17550769;15/07/2024;active;basic
ACC00829;NBC0829;8844843686;tabungan;27914899;07/10/2023;dormant;silver
ACC00830;NBC0830;8811433064;bisnis;136676132;21/01/2025;active;basic
ACC00831;NBC0831;8880587715;tabungan;1731294;02/02/2025;active;gold
ACC00832;NBC0832;8859062787;bisnis;85664913;28/11/2024;active;basic
ACC00833;NBC0833;8825912046;deposito;332356950;15/08/2023;dormant;silver
ACC00834;NBC0834;8821626603;tabungan;15896122;24/09/2023;active;basic
ACC00835;NBC0835;8858418029;deposito;83251195;06/03/2024;active;basic
ACC00836;NBC0836;8899977379;tabungan;21539599;15/06/2024;dormant;silver
ACC00837;NBC0837;8857955192;tabungan;13224169;04/06/2024;active;basic
ACC00838;NBC0838;8841117367;bisnis;68912354;17/12/2024;active;basic
ACC00839;NBC0839;8886256761;deposito;11361628;23/03/2024;active;silver
ACC00840;NBC0840;8858423300;tabungan;7039732;02/10/2023;active;basic
ACC00841;NBC0841;8856308292;deposito;296542631;27/10/2023;active;silver
ACC00842;NBC0842;8882873210;tabungan;42263064;29/05/2024;active;gold
ACC00843;NBC0843;8888312736;tabungan;31755466;19/09/2024;active;gold
ACC00844;NBC0844;8885220720;tabungan;23798951;19/10/2024;active;silver
ACC00845;NBC0845;8870842874;tabungan;4398551;27/06/2024;closed;basic
ACC00846;NBC0846;8816279636;deposito;450390487;06/02/2025;active;silver
ACC00847;NBC0847;8829555100;tabungan;21994075;01/10/2022;active;platinum
ACC00848;NBC0848;8808194842;deposito;200116161;21/09/2023;active;gold
ACC00849;NBC0849;8823003607;tabungan;8745052;19/03/2024;active;basic
ACC00850;NBC0850;8835028303;tabungan;9135562;25/07/2023;active;gold
ACC00851;NBC0851;8824375391;tabungan;45040494;01/04/2024;dormant;silver
ACC00852;NBC0852;8828091663;tabungan;29274841;26/09/2024;active;basic
ACC00853;NBC0853;8869687403;tabungan;8419343;18/07/2024;dormant;basic
ACC00854;NBC0854;8845441061;tabungan;13947330;26/10/2022;active;silver
ACC00855;NBC0855;8849700844;tabungan;29352358;07/09/2023;active;basic
ACC00856;NBC0856;8880151764;bisnis;197633843;18/11/2024;active;silver
ACC00857;NBC0857;8862809241;bisnis;38806082;10/01/2025;active;basic
ACC00858;NBC0858;8805096996;tabungan;8086980;09/06/2024;active;silver
ACC00859;NBC0859;8815255232;tabungan;6724684;26/09/2023;active;silver
ACC00860;NBC0860;8880588377;tabungan;9036157;13/10/2024;active;basic
ACC00861;NBC0861;8835404762;tabungan;42778621;30/09/2023;active;silver
ACC00862;NBC0862;8839501115;tabungan;22907777;30/12/2024;dormant;silver
ACC00863;NBC0863;8858627788;tabungan;10780869;27/01/2024;active;platinum
ACC00864;NBC0864;8860317489;tabungan;36224896;05/02/2023;active;basic
ACC00865;NBC0865;8804588097;tabungan;1353661;08/08/2023;active;basic
ACC00866;NBC0866;8861422935;tabungan;8000921;02/10/2024;active;gold
ACC00867;NBC0867;8845920559;tabungan;47245197;03/10/2023;active;gold
ACC00868;NBC0868;8857799113;tabungan;27397548;25/10/2024;active;silver
ACC00869;NBC0869;8883045762;tabungan;30246170;16/08/2024;active;basic
ACC00870;NBC0870;8851160895;tabungan;29772312;29/06/2024;active;silver
ACC00871;NBC0871;8870152213;tabungan;35708426;12/10/2024;active;silver
ACC00872;NBC0872;8889600834;bisnis;54567609;30/05/2024;dormant;basic
ACC00873;NBC0873;8812898993;tabungan;30869843;24/12/2024;dormant;silver
ACC00874;NBC0874;8846113997;deposito;8775524;03/02/2025;active;gold
ACC00875;NBC0875;8871560338;tabungan;38843027;19/01/2025;active;basic
ACC00876;NBC0876;8888528589;tabungan;45516525;20/01/2025;active;silver
ACC00877;NBC0877;8881843976;tabungan;34466570;06/12/2024;active;silver
ACC00878;NBC0878;8809007379;bisnis;187512698;14/09/2024;dormant;platinum
ACC00879;NBC0879;8899445744;tabungan;19196978;01/08/2024;active;basic
ACC00880;NBC0880;8807692626;tabungan;18696120;02/01/2025;active;silver
ACC00881;NBC0881;8854347591;deposito;348731341;29/07/2024;active;gold
ACC00882;NBC0882;8804359839;tabungan;46362788;08/06/2024;active;silver
ACC00883;NBC0883;8890799658;tabungan;34709698;30/03/2024;active;gold
ACC00884;NBC0884;8883756816;tabungan;21187332;04/10/2024;active;silver
ACC00885;NBC0885;8843407307;tabungan;32107662;08/02/2025;active;silver
ACC00886;NBC0886;8877613500;deposito;355122911;28/10/2022;active;silver
ACC00887;NBC0887;8883692233;tabungan;33112832;09/10/2023;active;silver
ACC00888;NBC0888;8854033699;tabungan;48116160;27/01/2025;closed;silver
ACC00889;NBC0889;8828502312;tabungan;40634745;11/10/2024;active;gold
ACC00890;NBC0890;8865327355;bisnis;183942533;13/02/2025;active;silver
ACC00891;NBC0891;8849724903;deposito;439254500;10/02/2024;active;basic
ACC00892;NBC0892;8823477146;tabungan;9472027;02/02/2025;active;silver
ACC00893;NBC0893;8809355557;tabungan;41195738;06/09/2024;active;basic
ACC00894;NBC0894;8800617413;deposito;27495775;15/01/2023;active;silver
ACC00895;NBC0895;8845947612;tabungan;28157991;08/05/2024;active;platinum
ACC00896;NBC0896;8893912706;tabungan;7332560;31/10/2024;active;basic
ACC00897;NBC0897;8876122283;deposito;179444249;29/03/2023;active;basic
ACC00898;NBC0898;8805644685;tabungan;44137859;20/01/2025;active;basic
ACC00899;NBC0899;8845555950;deposito;138322431;23/03/2022;dormant;basic
ACC00900;NBC0900;8835607778;tabungan;8560363;26/07/2024;active;basic
ACC00901;NBC0901;8843327639;tabungan;40748854;02/12/2024;active;silver
ACC00902;NBC0902;8804600823;tabungan;48631442;09/08/2024;active;basic
ACC00903;NBC0903;8862690222;tabungan;26964174;23/09/2024;closed;gold
ACC00904;NBC0904;8875506179;deposito;38322970;19/07/2024;active;basic
ACC00905;NBC0905;8870151200;tabungan;2591498;25/09/2024;active;platinum
ACC00906;NBC0906;8834490769;tabungan;14005384;02/01/2025;active;silver
ACC00907;NBC0907;8816218333;tabungan;32018539;04/09/2024;active;basic
ACC00908;NBC0908;8819296921;tabungan;39571165;28/01/2025;active;gold
ACC00909;NBC0909;8830712260;tabungan;264044;14/06/2024;active;basic
ACC00910;NBC0910;8882283774;deposito;469872270;07/05/2024;active;silver
ACC00911;NBC0911;8805498578;tabungan;12302476;02/09/2024;active;gold
ACC00912;NBC0912;8828206322;deposito;292466370;10/12/2024;active;basic
ACC00913;NBC0913;8880126980;tabungan;46604398;16/08/2024;active;silver
ACC00914;NBC0914;8866589524;tabungan;19637824;09/11/2024;closed;silver
ACC00915;NBC0915;8809606472;tabungan;33055122;21/04/2024;active;gold
ACC00916;NBC0916;8852573787;deposito;378004213;13/04/2024;active;silver
ACC00917;NBC0917;8877884070;tabungan;46732396;03/03/2024;active;basic
ACC00918;NBC0918;8865777061;deposito;440114283;15/07/2023;active;gold
ACC00919;NBC0919;8888972842;tabungan;9648195;08/01/2025;active;gold
ACC00920;NBC0920;8809282616;tabungan;26868754;18/01/2025;active;gold
ACC00921;NBC0921;8870053718;tabungan;17357548;19/10/2022;dormant;silver
ACC00922;NBC0922;8856688031;deposito;232764945;09/12/2023;dormant;gold
ACC00923;NBC0923;8866479512;tabungan;46403351;21/11/2024;active;gold
ACC00924;NBC0924;8883124285;tabungan;31386964;04/12/2024;active;silver
ACC00925;NBC0925;8841601991;tabungan;16086833;14/08/2023;active;silver
ACC00926;NBC0926;8880870170;tabungan;41493073;07/08/2023;active;basic
ACC00927;NBC0927;8871520771;tabungan;46548674;11/07/2024;active;gold
ACC00928;NBC0928;8874043368;tabungan;48722461;17/11/2022;active;silver
ACC00929;NBC0929;8879672461;deposito;315838140;09/02/2024;active;basic
ACC00930;NBC0930;8851109007;deposito;364537563;23/01/2025;active;silver
ACC00931;NBC0931;8878502050;tabungan;3522302;20/07/2024;active;basic
ACC00932;NBC0932;8849723920;tabungan;10072193;05/08/2024;active;basic
ACC00933;NBC0933;8829759974;tabungan;5596779;23/02/2024;dormant;silver
ACC00934;NBC0934;8853965974;deposito;353119033;06/09/2023;active;basic
ACC00935;NBC0935;8852694204;tabungan;17172825;21/05/2024;dormant;gold
ACC00936;NBC0936;8841537405;tabungan;5695577;10/12/2024;active;basic
ACC00937;NBC0937;8837937669;tabungan;6335464;27/03/2023;active;silver
ACC00938;NBC0938;8868160855;tabungan;46185471;20/01/2025;active;gold
ACC00939;NBC0939;8874905849;tabungan;33413142;29/08/2024;active;silver
ACC00940;NBC0940;8888144990;tabungan;48659124;18/12/2023;active;silver
ACC00941;NBC0941;8835862405;tabungan;34695160;12/05/2023;active;gold
ACC00942;NBC0942;8845099986;bisnis;119741371;25/10/2023;active;basic
ACC00943;NBC0943;8845352791;tabungan;14132445;18/11/2023;active;basic
ACC00944;NBC0944;8810851846;deposito;57168392;22/08/2024;active;silver
ACC00945;NBC0945;8889859321;tabungan;45561424;09/08/2024;active;basic
ACC00946;NBC0946;8896183073;tabungan;16391540;16/06/2023;active;silver
ACC00947;NBC0947;8880022642;tabungan;43776756;18/08/2023;active;gold
ACC00948;NBC0948;8820554829;bisnis;93423062;11/01/2025;active;silver
ACC00949;NBC0949;8881921474;bisnis;139292310;16/02/2024;active;silver
ACC00950;NBC0950;8884746042;tabungan;40959247;14/11/2024;active;basic
ACC00951;NBC0951;8871784721;deposito;318465293;17/09/2023;active;gold
ACC00952;NBC0952;8817275804;deposito;145794658;17/09/2024;active;basic
ACC00953;NBC0953;8892676988;tabungan;23194650;13/08/2024;dormant;basic
ACC00954;NBC0954;8879887754;tabungan;43657207;04/09/2024;active;basic
ACC00955;NBC0955;8884741340;tabungan;18808654;14/08/2024;active;silver
ACC00956;NBC0956;8829360596;deposito;67033645;11/12/2024;active;silver
ACC00957;NBC0957;8851934638;tabungan;12313481;05/11/2024;active;silver
ACC00958;NBC0958;8812484479;tabungan;40553935;14/12/2023;active;gold
ACC00959;NBC0959;8856115686;tabungan;16367264;17/08/2024;active;silver
ACC00960;NBC0960;8823070659;tabungan;9233727;21/09/2024;dormant;silver
ACC00961;NBC0961;8805316022;tabungan;17033122;19/02/2024;active;basic
ACC00962;NBC0962;8843303727;tabungan;30266151;22/12/2024;dormant;gold
ACC00963;NBC0963;8862447563;tabungan;4623525;24/03/2024;active;silver
ACC00964;NBC0964;8812138078;deposito;467555861;19/04/2023;closed;basic
ACC00965;NBC0965;8878066154;tabungan;12582789;07/09/2024;active;basic
ACC00966;NBC0966;8885866356;tabungan;23367773;10/08/2024;active;gold
ACC00967;NBC0967;8841802882;deposito;180075462;11/05/2024;active;silver
ACC00968;NBC0968;8812886690;tabungan;22822292;05/01/2024;active;basic
ACC00969;NBC0969;8894699842;deposito;494267750;10/01/2024;active;silver
ACC00970;NBC0970;8828470520;bisnis;144611419;22/10/2024;active;silver
ACC00971;NBC0971;8832988712;deposito;135212086;23/10/2024;active;silver
ACC00972;NBC0972;8803668642;bisnis;56766267;28/08/2023;active;silver
ACC00973;NBC0973;8878626852;tabungan;29796609;12/02/2025;closed;silver
ACC00974;NBC0974;8887603208;bisnis;126986319;07/02/2023;active;basic
ACC00975;NBC0975;8878347106;deposito;495038827;09/12/2024;active;silver
ACC00976;NBC0976;8883345573;tabungan;12313592;14/10/2024;active;basic
ACC00977;NBC0977;8823277004;tabungan;23059494;08/08/2024;active;gold
ACC00978;NBC0978;8858597302;deposito;182485045;11/04/2024;active;silver
ACC00979;NBC0979;8822857042;tabungan;31123231;10/11/2023;active;gold
ACC00980;NBC0980;8825554689;tabungan;17184155;06/08/2023;active;basic
ACC00981;NBC0981;8897704116;deposito;395007330;18/04/2023;active;silver
ACC00982;NBC0982;8881596467;deposito;260913542;01/09/2024;active;silver
ACC00983;NBC0983;8865690448;tabungan;15726075;10/02/2025;active;silver
ACC00984;NBC0984;8867332291;tabungan;45143684;13/10/2024;active;basic
ACC00985;NBC0985;8848955877;bisnis;185662386;25/01/2025;active;silver
ACC00986;NBC0986;8862394599;tabungan;2046655;19/08/2022;active;gold
ACC00987;NBC0987;8826407608;tabungan;45565528;22/08/2023;active;gold
ACC00988;NBC0988;8830120339;bisnis;160122418;28/01/2024;active;silver
ACC00989;NBC0989;8813871628;bisnis;137845597;22/11/2023;active;basic
ACC00990;NBC0990;8856890581;tabungan;15122027;28/06/2023;active;silver
ACC00991;NBC0991;8801533743;bisnis;10751799;21/06/2024;active;gold
ACC00992;NBC0992;8870277287;tabungan;21982682;17/06/2023;active;gold
ACC00993;NBC0993;8865969579;bisnis;19526103;12/08/2024;active;gold
ACC00994;NBC0994;8857595995;tabungan;44914351;16/01/2025;active;silver
ACC00995;NBC0995;8855362917;tabungan;24785630;01/08/2024;active;gold
ACC00996;NBC0996;8885418395;tabungan;7799596;04/06/2023;active;basic
ACC00997;NBC0997;8825207882;deposito;91142910;15/11/2023;active;silver
ACC00998;NBC0998;8851192145;tabungan;5086585;02/10/2024;active;silver
ACC00999;NBC0999;8845203027;deposito;268832342;16/05/2024;active;silver
ACC01000;NBC1000;8894730882;bisnis;169795546;04/12/2024;active;silver
ACC01001;NBC0232;8835321244;tabungan;20245108;08/11/2024;active;basic
ACC01002;NBC0522;8829363409;tabungan;744709;11/10/2024;active;basic
ACC01003;NBC0836;8821805257;tabungan;16911743;29/09/2023;active;basic
ACC01004;NBC0224;8899004794;deposito;311915208;26/10/2024;active;gold
ACC01005;NBC0025;8832546018;tabungan;6041861;12/01/2025;active;gold
ACC01006;NBC0618;8813434857;tabungan;39985714;15/09/2022;active;silver
ACC01007;NBC0124;8839962768;bisnis;18930068;24/05/2023;active;basic
ACC01008;NBC0586;8827342112;tabungan;28018008;03/07/2023;dormant;basic
ACC01009;NBC0510;8829138130;tabungan;1839455;27/01/2025;active;basic
ACC01010;NBC0795;8894802989;tabungan;6291929;24/10/2024;active;silver
ACC01011;NBC0127;8888196645;tabungan;3505056;12/02/2025;active;silver
ACC01012;NBC0207;8819199082;tabungan;10688657;11/11/2024;active;gold
ACC01013;NBC0879;8833568317;deposito;42636603;26/09/2024;active;gold
ACC01014;NBC0197;8866704171;tabungan;10274003;02/12/2023;active;platinum
ACC01015;NBC0042;8889191874;tabungan;861362;21/05/2023;active;basic
ACC01016;NBC0954;8801332034;tabungan;2500129;05/04/2024;active;silver
ACC01017;NBC0540;8856071487;tabungan;17782959;22/12/2024;active;basic
ACC01018;NBC0844;8850775257;deposito;418362008;14/11/2024;active;gold
ACC01019;NBC0230;8816316037;bisnis;41308584;27/01/2023;active;basic
ACC01020;NBC0220;8811057039;tabungan;43216757;08/02/2025;dormant;gold
ACC01021;NBC0865;8830667005;bisnis;164796326;23/05/2024;closed;basic
ACC01022;NBC0420;8846966932;tabungan;39949778;08/01/2025;dormant;silver
ACC01023;NBC0172;8870071580;tabungan;16730824;09/04/2023;active;silver
ACC01024;NBC0111;8871408633;bisnis;7594214;24/07/2024;active;silver
ACC01025;NBC0473;8843065874;deposito;103035683;30/07/2023;active;gold
ACC01026;NBC0608;8888839237;deposito;158176872;11/02/2025;active;silver
ACC01027;NBC0315;8897228582;tabungan;22585077;22/01/2022;dormant;basic
ACC01028;NBC0064;8885455139;deposito;373238009;23/07/2023;active;gold
ACC01029;NBC0221;8860348236;tabungan;7772422;11/01/2025;dormant;gold
ACC01030;NBC0864;8883873693;deposito;271078078;14/02/2024;active;silver
ACC01031;NBC0468;8880043647;bisnis;39522499;28/06/2023;dormant;basic
ACC01032;NBC0465;8846648674;tabungan;24533815;10/01/2025;active;basic
ACC01033;NBC0853;8837120631;tabungan;6694447;03/07/2024;active;basic
ACC01034;NBC0593;8852977601;bisnis;123273905;24/05/2024;active;silver
ACC01035;NBC0335;8884081144;tabungan;17558243;29/04/2024;dormant;silver
ACC01036;NBC0644;8872814361;bisnis;21832879;02/01/2024;active;silver
ACC01037;NBC0349;8886114603;deposito;44026037;15/12/2024;active;gold
ACC01038;NBC0682;8818926055;tabungan;25269321;11/11/2023;active;basic
ACC01039;NBC0992;8846542683;tabungan;22902597;25/04/2024;dormant;basic
ACC01040;NBC0606;8843771403;tabungan;25586258;11/09/2024;active;basic
ACC01041;NBC0249;8845459566;tabungan;19566120;23/01/2025;active;silver
ACC01042;NBC0906;8830119622;tabungan;2023488;24/05/2023;active;platinum
ACC01043;NBC0435;8823869742;tabungan;33422438;08/01/2025;active;basic
ACC01044;NBC0259;8873683850;tabungan;46436358;23/09/2022;dormant;gold
ACC01045;NBC0958;8870934099;tabungan;39085539;15/05/2024;dormant;silver
ACC01046;NBC0637;8850811364;tabungan;5806515;24/08/2024;active;basic
ACC01047;NBC0557;8834848437;deposito;464632652;25/02/2023;active;gold
ACC01048;NBC0116;8806279595;tabungan;31198119;23/05/2023;dormant;gold
ACC01049;NBC0489;8842954496;bisnis;191041961;24/12/2023;active;gold
ACC01050;NBC0378;8854217562;deposito;234644796;20/03/2024;active;basic
ACC01051;NBC0907;8828001617;tabungan;31953266;20/10/2024;active;silver
ACC01052;NBC0752;8847945923;tabungan;13836759;25/01/2025;active;silver
ACC01053;NBC0041;8816383264;deposito;173064491;15/02/2025;closed;basic
ACC01054;NBC0810;8889710017;deposito;493255547;29/10/2024;active;basic
ACC01055;NBC0493;8881294576;tabungan;956256;20/03/2024;active;basic
ACC01056;NBC0149;8830494841;tabungan;5125931;03/01/2025;active;silver
ACC01057;NBC0284;8823552833;deposito;380192706;26/10/2024;active;silver
ACC01058;NBC0297;8887567981;tabungan;32539971;06/01/2024;active;basic
ACC01059;NBC0160;8802656477;deposito;359090394;19/01/2024;active;silver
ACC01060;NBC0320;8858821870;tabungan;6532807;18/06/2023;dormant;basic
ACC01061;NBC0790;8894107911;tabungan;45407594;11/12/2024;dormant;silver
ACC01062;NBC0062;8814644611;deposito;228618472;06/01/2025;active;silver
ACC01063;NBC0065;8883097542;tabungan;39192495;21/12/2024;active;silver
ACC01064;NBC0398;8873885237;tabungan;49187078;31/01/2025;active;silver
ACC01065;NBC0845;8874877007;tabungan;48526562;20/08/2024;active;basic
ACC01066;NBC0782;8812532512;deposito;305818159;21/07/2024;active;basic
ACC01067;NBC0321;8880822679;tabungan;5908015;09/12/2024;active;basic
ACC01068;NBC0229;8896660286;bisnis;157683974;30/06/2023;active;basic
ACC01069;NBC0098;8883957164;tabungan;24298501;03/08/2024;active;basic
ACC01070;NBC0982;8882100370;tabungan;27112058;13/12/2024;active;gold
ACC01071;NBC0256;8890703780;deposito;451658674;04/12/2024;active;basic
ACC01072;NBC0957;8866932070;deposito;288322756;04/01/2025;active;silver
ACC01073;NBC0146;8834849267;deposito;311359485;16/05/2024;active;silver
ACC01074;NBC0250;8887629650;tabungan;48588593;01/01/2024;dormant;basic
ACC01075;NBC0117;8844565726;tabungan;31961405;05/01/2025;dormant;basic
ACC01076;NBC0549;8854198281;deposito;257807722;24/09/2024;active;gold
ACC01077;NBC0936;8877950034;deposito;244846311;02/10/2024;active;silver
ACC01078;NBC0749;8820262693;tabungan;22503912;17/05/2024;active;gold
ACC01079;NBC0166;8826452573;deposito;36325121;29/04/2023;active;basic
ACC01080;NBC0888;8890740635;tabungan;16308273;23/09/2024;active;silver
ACC01081;NBC0909;8885224767;deposito;51461544;20/09/2024;active;basic
ACC01082;NBC0941;8825837990;tabungan;24802503;17/07/2023;dormant;basic
ACC01083;NBC0643;8853669332;tabungan;4250600;18/07/2024;active;basic
ACC01084;NBC0796;8833422856;tabungan;33155607;26/11/2023;active;silver
ACC01085;NBC0617;8837237225;bisnis;43272738;13/01/2025;dormant;silver
ACC01086;NBC0783;8810337008;tabungan;39005026;31/10/2024;active;silver
ACC01087;NBC0732;8842340370;deposito;377012002;26/05/2024;active;gold
ACC01088;NBC0948;8833318838;tabungan;18024631;12/08/2024;active;basic
ACC01089;NBC0440;8861257804;tabungan;18952944;29/08/2023;active;silver
ACC01090;NBC0015;8871985176;tabungan;31288174;04/10/2023;active;gold
ACC01091;NBC0157;8880645544;tabungan;38443779;03/09/2024;closed;silver
ACC01092;NBC0854;8821578379;tabungan;48948972;01/10/2024;active;silver
ACC01093;NBC0163;8864053273;deposito;364014825;29/06/2023;active;basic
ACC01094;NBC0778;8868859342;tabungan;43565938;08/03/2024;closed;silver
ACC01095;NBC0479;8839039799;tabungan;35410874;28/03/2024;active;silver
ACC01096;NBC0381;8833150321;deposito;256657759;03/10/2024;dormant;silver
ACC01097;NBC0817;8859655102;tabungan;39953464;25/07/2024;dormant;gold
