customer_id;name;nik_masked;email;phone;city;province;dob;gender;kyc_status;registration_date;referral_code
NBC0355;Indah Effendi;347187******;indah.effendi352@outlook.com;83089203880;Jakarta;DKI Jakarta;07/12/1993;Female;pending;06/12/2023;REF-4282
NBC0356;Laras Kusuma;357834******;laras.kusuma684@hotmail.com;88795995946;Jakarta;DKI Jakarta;28/09/1989;Female;pending;29/11/2022;REF-1691
NBC0357;Budi Lestari;337469******;budi.lestari639@yahoo.com;82756362050;Banjarmasin;Kalimantan Selatan;23/04/1978;Male;verified;03/01/2024;REF-2887
NBC0358;Dedi Suryadi;517156******;dedi.suryadi45@gmail.com;82342342583;Yogyakarta;DI Yogyakarta;04/01/1983;Male;pending;06/02/2023;REF-5289
NBC0359;Ayu Nugroho;327593******;ayu.nugroho807@gmail.com;83347355289;Medan;Sumatera Utara;16/06/1994;Female;verified;14/05/2022;REF-3142
NBC0360;Laras Aditya;327598******;laras.aditya384@outlook.com;87630993842;Bandung;Jawa Barat;12/09/1989;Female;verified;22/05/2023;REF-5588
NBC0361;Intan Darmawan;337420******;intan.darmawan804@hotmail.com;88912868578;Bali;Bali;29/10/1995;Female;verified;02/01/2023;REF-7125
NBC0362;Ganesha Darmawan;127144******;ganesha.darmawan596@hotmail.com;88903337363;Surabaya;Jawa Timur;22/09/1988;Male;verified;20/05/2024;
NBC0363;Zahra Susanto;167120******;zahra.susanto138@gmail.com;83785390789;Semarang;Jawa Tengah;02/02/1990;Female;unverified;22/05/2024;REF-8086
NBC0364;Haris Ramadhan;347158******;haris.ramadhan26@yahoo.com;85341514888;Jakarta;DKI Jakarta;15/11/2003;Male;rejected;10/06/2022;
NBC0365;Fitri Sugiarto;327156******;fitri.sugiarto40@yahoo.com;83354443928;Bekasi;Jawa Barat;18/09/1986;Female;unverified;18/01/2022;
NBC0366;Vino Wardana;327584******;vino.wardana776@gmail.com;85826333738;Surabaya;Jawa Timur;01/05/2001;Male;unverified;17/08/2024;
NBC0367;Dimas Ramadhan;337464******;dimas.ramadhan789@hotmail.com;82778052924;Bandung;Jawa Barat;08/06/1975;Male;verified;20/10/2024;
NBC0368;Wulan Lestari;327564******;wulan.lestari703@hotmail.com;88845909022;Surabaya;Jawa Timur;24/10/1989;Female;verified;11/03/2024;
NBC0369;Zaki Kusuma;167159******;zaki.kusuma193@hotmail.com;81597412182;Medan;Sumatera Utara;09/06/1976;Male;verified;27/09/2024;REF-4260
NBC0370;Yusuf Hakim;337439******;yusuf.hakim299@gmail.com;85058025662;Bali;Bali;20/12/1979;Male;pending;22/09/2022;REF-8835
NBC0371;Anita Anwar;327336******;anita.anwar318@hotmail.com;88729949387;Yogyakarta;DI Yogyakarta;10/05/1987;Female;verified;18/02/2023;REF-3337
NBC0372;Zaki Wibowo;167152******;zaki.wibowo933@hotmail.com;85790147546;Jakarta;DKI Jakarta;01/07/2002;Male;verified;25/12/2022;REF-3942
NBC0373;Yanti Zulkarnain;127159******;yanti.zulkarnain933@yahoo.com;88916032484;Bandung;Jawa Barat;26/11/2004;Female;verified;17/05/2022;REF-4559
NBC0374;Cindy Sugiarto;357819******;cindy.sugiarto774@gmail.com;87567243807;Jakarta;DKI Jakarta;13/03/1976;Female;pending;30/05/2022;REF-8567
NBC0375;Endra Wardana;337460******;endra.wardana39@gmail.com;83125777118;Bandung;Jawa Barat;21/06/2004;Male;pending;12/05/2023;
NBC0376;Ganesha Iskandar;327331******;ganesha.iskandar859@gmail.com;87124186210;Yogyakarta;DI Yogyakarta;21/05/2005;Male;verified;14/07/2023;REF-6866
NBC0377;Cahyo Wijaya;167137******;cahyo.wijaya453@gmail.com;88816470900;Jakarta;DKI Jakarta;06/12/1991;Male;verified;18/02/2023;
NBC0378;Nanda Suryadi;327112******;nanda.suryadi432@gmail.com;81531312206;Jakarta;DKI Jakarta;27/12/1997;Male;verified;09/08/2022;
NBC0379;Satria Suryadi;517136******;satria.suryadi957@hotmail.com;85133155206;Medan;Sumatera Utara;03/05/2004;Male;verified;10/10/2023;REF-4485
NBC0380;Bayu Iskandar;517157******;bayu.iskandar45@gmail.com;82649718924;Medan;Sumatera Utara;02/04/1979;Male;verified;27/10/2023;
NBC0381;Umi Nugroho;357832******;umi.nugroho651@outlook.com;88715099768;Medan;Sumatera Utara;26/09/2003;Female;verified;22/04/2023;REF-1217
NBC0382;Rangga Sugiarto;347140******;rangga.sugiarto756@hotmail.com;82910257432;Bali;Bali;09/11/1991;Male;rejected;23/02/2023;REF-4900
NBC0383;Olivia Halim;357827******;olivia.halim285@outlook.com;88086403553;Jakarta;DKI Jakarta;26/03/1984;Female;verified;09/01/2025;REF-5068
NBC0384;Vivi Lestari;517158******;vivi.lestari534@outlook.com;82701713023;Medan;Sumatera Utara;19/08/1980;Female;verified;07/07/2022;REF-9992
NBC0385;Maya Wibowo;167120******;maya.wibowo437@hotmail.com;83233629344;Jakarta;DKI Jakarta;09/11/2000;Female;verified;07/07/2024;
NBC0386;Ganesha Setiawan;357860******;ganesha.setiawan387@yahoo.com;85768962706;Surabaya;Jawa Timur;04/03/1994;Male;verified;20/06/2022;
NBC0387;Olivia Aditya;327380******;olivia.aditya745@yahoo.com;83674746897;Tangerang;Banten;24/03/1978;Female;pending;14/11/2023;REF-8688
NBC0388;Krisna Pratama;317174******;krisna.pratama748@outlook.com;85666567491;Depok;Jawa Barat;03/05/1993;Male;verified;21/03/2022;
NBC0389;Maulana Maulana;337465******;maulana.maulana981@outlook.com;88587506633;Jakarta;DKI Jakarta;06/06/1996;Male;unverified;12/03/2022;
NBC0390;Cahyo Saputra;327343******;cahyo.saputra620@hotmail.com;88243992011;Banjarmasin;Kalimantan Selatan;27/11/2003;Male;pending;27/02/2024;REF-2316
NBC0391;Krisna Zulkarnain;327364******;krisna.zulkarnain259@outlook.com;87869461195;Jakarta;DKI Jakarta;27/05/1981;Male;verified;05/07/2023;
NBC0392;Bella Firmansyah;317131******;bella.firmansyah836@hotmail.com;81116864622;Surabaya;Jawa Timur;22/10/1991;Female;verified;17/01/2023;
NBC0393;Joko Cahyadi;327167******;joko.cahyadi581@yahoo.com;82302346791;Medan;Sumatera Utara;20/07/2003;Male;unverified;07/12/2022;REF-2404
NBC0394;Putra Kusuma;357813******;putra.kusuma600@yahoo.com;85710040901;Surabaya;Jawa Timur;20/06/1984;Male;verified;05/12/2024;
NBC0395;Jaka Iskandar;127170******;jaka.iskandar776@outlook.com;87655553566;Pekanbaru;Riau;26/05/2002;Male;verified;28/04/2022;
NBC0396;Fitri Pratama;127199******;fitri.pratama412@yahoo.com;81918435797;Jakarta;DKI Jakarta;05/02/1998;Female;verified;26/04/2024;REF-1051
NBC0397;Vina Saputra;357815******;vina.saputra993@outlook.com;88739769156;Bali;Bali;10/05/1996;Female;rejected;25/07/2022;
NBC0398;Krisna Hidayat;167183******;krisna.hidayat804@gmail.com;82714872717;Tangerang;Banten;21/09/2004;Male;verified;12/01/2025;REF-4467
NBC0399;Yoga Setiawan;327165******;yoga.setiawan733@gmail.com;82564347128;Surabaya;Jawa Timur;03/06/2003;Male;verified;04/10/2024;REF-6452
NBC0400;Mira Kusuma;357858******;mira.kusuma933@hotmail.com;88863341411;Medan;Sumatera Utara;31/12/1978;Female;verified;28/11/2023;
NBC0401;Zulfa Sugiarto;517157******;zulfa.sugiarto131@outlook.com;85904098366;Bali;Bali;04/05/1989;Female;verified;18/01/2024;
NBC0402;Hani Budiman;517185******;hani.budiman228@gmail.com;85087524377;Semarang;Jawa Tengah;12/08/1981;Female;pending;04/08/2023;REF-1562
NBC0403;Ulfa Cahyadi;327145******;ulfa.cahyadi869@hotmail.com;88374605233;Medan;Sumatera Utara;11/05/1977;Female;rejected;02/01/2023;
NBC0404;Ulfa Maulana;317180******;ulfa.maulana402@outlook.com;85756618443;Bali;Bali;01/08/1999;Female;pending;17/03/2024;REF-6298
NBC0405;Novi Santoso;347168******;novi.santoso671@yahoo.com;87277423330;Semarang;Jawa Tengah;01/04/1991;Female;rejected;28/07/2022;REF-3418
NBC0406;Bagas Maulana;317122******;bagas.maulana365@hotmail.com;82018596263;Jakarta;DKI Jakarta;10/07/1976;Male;pending;01/09/2022;REF-9005
NBC0407;Pandu Permana;327598******;pandu.permana815@gmail.com;85647501111;Semarang;Jawa Tengah;11/12/1996;Male;verified;09/11/2024;REF-8856
NBC0408;Endra Hartono;517133******;endra.hartono394@hotmail.com;88649215182;Bandung;Jawa Barat;07/03/1993;Male;verified;10/02/2022;REF-9788
NBC0409;Jessica Darmawan;327176******;jessica.darmawan858@gmail.com;82129208751;Malang;Jawa Timur;03/10/1976;Female;verified;21/09/2022;REF-3641
NBC0410;Oka Wijaya;327125******;oka.wijaya519@outlook.com;83826034084;Jakarta;DKI Jakarta;26/07/2004;Male;unverified;29/12/2024;REF-9035
NBC0411;Jessica Rahman;517178******;jessica.rahman523@yahoo.com;88103032432;Jakarta;DKI Jakarta;04/01/2002;Female;verified;19/03/2023;REF-5544
NBC0412;Rangga Zulkarnain;327180******;rangga.zulkarnain262@outlook.com;85267146283;Bandung;Jawa Barat;02/03/1978;Male;verified;06/07/2023;
NBC0413;Laras Salim;517194******;laras.salim664@yahoo.com;85256609314;Jakarta;DKI Jakarta;03/08/1980;Female;pending;24/12/2024;REF-9984
NBC0414;Umar Setiawan;357852******;umar.setiawan797@outlook.com;82340163611;Pekanbaru;Riau;19/11/1982;Male;pending;14/12/2024;
NBC0415;Haris Hartono;167154******;haris.hartono718@outlook.com;87491025625;Yogyakarta;DI Yogyakarta;28/05/2005;Male;verified;24/12/2024;REF-7597
NBC0416;Gilang Susanto;317197******;gilang.susanto526@yahoo.com;88226940539;Bandung;Jawa Barat;05/10/1993;Male;verified;26/07/2024;REF-6799
NBC0417;Intan Hakim;347164******;intan.hakim534@yahoo.com;83146511131;Jakarta;DKI Jakarta;29/05/1982;Female;verified;28/04/2022;REF-5683
NBC0418;Hesti Pratama;327596******;hesti.pratama521@yahoo.com;85788160930;Makassar;Sulawesi Selatan;23/01/1994;Female;unverified;30/12/2024;
NBC0419;Endra Budiman;517115******;endra.budiman622@hotmail.com;82832152850;Jakarta;DKI Jakarta;17/12/1993;Male;verified;11/10/2024;REF-7115
NBC0420;Wulan Wibowo;167125******;wulan.wibowo298@outlook.com;85443096348;Manado;Sulawesi Utara;03/08/1976;Female;verified;06/08/2024;
NBC0421;Citra Rahman;317188******;citra.rahman472@outlook.com;83510526501;Jakarta;DKI Jakarta;29/04/1994;Female;verified;04/10/2024;REF-9668
NBC0422;Hadi Yudha;327172******;hadi.yudha8@yahoo.com;88437654562;Surabaya;Jawa Timur;23/01/1999;Male;verified;06/07/2023;REF-8185
NBC0423;Erika Maulana;327355******;erika.maulana766@hotmail.com;81531340266;Surabaya;Jawa Timur;09/11/1989;Female;verified;06/03/2022;REF-4260
NBC0424;Tania Iskandar;327163******;tania.iskandar501@hotmail.com;88256862110;Surabaya;Jawa Timur;28/08/1980;Female;verified;15/11/2022;REF-1223
NBC0425;Putri Santoso;357864******;putri.santoso612@gmail.com;85744716392;Bogor;Jawa Barat;07/12/1997;Female;verified;18/01/2023;REF-2884
NBC0426;Vivi Wibowo;327535******;vivi.wibowo486@gmail.com;88892392312;Surabaya;Jawa Timur;31/12/1992;Female;verified;20/03/2022;REF-4148
NBC0427;Diah Saputra;517135******;diah.saputra94@gmail.com;85684335670;Padang;Sumatera Barat;14/11/1997;Female;pending;24/05/2024;REF-5985
NBC0428;Wahyu Iskandar;357863******;wahyu.iskandar253@outlook.com;81200053474;Jakarta;DKI Jakarta;17/03/2002;Male;verified;26/07/2022;REF-5133
NBC0429;Zahra Mahendra;347124******;zahra.mahendra100@gmail.com;88825559895;Bandung;Jawa Barat;08/09/1985;Female;pending;20/07/2023;REF-7292
NBC0430;Eko Nugroho;517125******;eko.nugroho43@yahoo.com;82711895473;Pontianak;Kalimantan Barat;07/12/1998;Male;verified;11/11/2022;REF-4140
NBC0431;Cahyo Susanto;167154******;cahyo.susanto917@outlook.com;85161768802;Jakarta;DKI Jakarta;16/11/2001;Male;verified;16/07/2023;REF-3112
NBC0432;Maulana Santoso;337460******;maulana.santoso507@gmail.com;82786866943;Jakarta;DKI Jakarta;04/04/1983;Male;pending;08/01/2022;REF-4568
NBC0433;Siti Cahyadi;127174******;siti.cahyadi725@outlook.com;83344812308;Surabaya;Jawa Timur;07/09/1985;Female;pending;21/08/2023;REF-3427
NBC0434;Sari Nugroho;347116******;sari.nugroho658@yahoo.com;82810595518;Surabaya;Jawa Timur;05/11/1986;Female;verified;01/10/2022;REF-5831
NBC0435;Andi Pratama;357838******;andi.pratama749@outlook.com;82408916498;Bandung;Jawa Barat;31/03/1984;Male;verified;24/06/2024;REF-5403
NBC0436;Satria Wardana;327367******;satria.wardana238@hotmail.com;83271727223;Medan;Sumatera Utara;21/07/2000;Male;pending;01/10/2024;
NBC0437;Rio Saputra;347130******;rio.saputra907@yahoo.com;85931216376;Semarang;Jawa Tengah;01/07/1979;Male;pending;14/12/2024;REF-1193
NBC0438;Anita Tanjung;317124******;anita.tanjung847@gmail.com;88023142900;Medan;Sumatera Utara;09/10/1979;Female;rejected;15/01/2025;
NBC0439;Cahyo Setiawan;337427******;cahyo.setiawan492@hotmail.com;82457230848;Bali;Bali;09/07/1980;Male;verified;13/02/2022;
NBC0440;Rio Hartono;167163******;rio.hartono146@gmail.com;82036625436;Semarang;Jawa Tengah;21/10/2005;Male;verified;19/08/2022;REF-2804
NBC0441;Rio Rahman;327188******;rio.rahman342@gmail.com;83109226859;Jakarta;DKI Jakarta;19/02/1983;Male;verified;20/05/2024;REF-5940
NBC0442;Tika Rahman;327144******;tika.rahman939@hotmail.com;88541022526;Semarang;Jawa Tengah;14/01/1995;Female;verified;06/09/2024;
NBC0443;Bagas Iskandar;327321******;bagas.iskandar331@yahoo.com;82655767695;Surabaya;Jawa Timur;14/03/1981;Male;verified;19/05/2023;REF-9144
NBC0444;Haris Aditya;167139******;haris.aditya394@gmail.com;87689313503;Jakarta;DKI Jakarta;09/10/1975;Male;verified;13/01/2024;REF-3188
NBC0445;Citra Rahman;357827******;citra.rahman302@hotmail.com;82863330212;Bandung;Jawa Barat;07/12/1991;Female;verified;23/02/2022;REF-7958
NBC0446;Bambang Hartono;517119******;bambang.hartono489@yahoo.com;81252131096;Jakarta;DKI Jakarta;18/09/1981;Male;verified;09/01/2023;REF-3295
NBC0447;Vivi Firmansyah;127162******;vivi.firmansyah740@outlook.com;85041200928;Semarang;Jawa Tengah;12/03/1982;Female;verified;23/01/2022;REF-7940
NBC0448;Farah Susanto;517174******;farah.susanto314@yahoo.com;85241862369;Pontianak;Kalimantan Barat;06/07/1977;Female;verified;25/03/2023;REF-2264
NBC0449;Farah Effendi;357893******;farah.effendi658@hotmail.com;85205634111;Tangerang;Banten;09/04/1991;Female;verified;19/11/2023;REF-5623
NBC0450;Eko Kusuma;337486******;eko.kusuma12@outlook.com;82830341990;Surabaya;Jawa Timur;15/04/2000;Male;verified;17/09/2024;REF-6154
NBC0451;Surya Pratama;357846******;surya.pratama982@hotmail.com;87356521568;Semarang;Jawa Tengah;13/07/1979;Male;pending;25/10/2024;
NBC0452;Naufal Tanjung;127185******;naufal.tanjung890@gmail.com;83227113322;Jakarta;DKI Jakarta;02/07/1997;Male;verified;23/11/2024;
NBC0453;Jessica Mahendra;127126******;jessica.mahendra348@outlook.com;83960633991;Medan;Sumatera Utara;01/11/1981;Female;verified;15/10/2024;REF-1244
NBC0454;Surya Setiawan;127122******;surya.setiawan466@outlook.com;82421495511;Jakarta;DKI Jakarta;14/01/1983;Male;unverified;01/08/2024;REF-8753
NBC0455;Aisyah Halim;327325******;aisyah.halim996@hotmail.com;81546692758;Jakarta;DKI Jakarta;07/01/2003;Female;unverified;05/10/2023;REF-7769
NBC0456;Oka Wijaya;517192******;oka.wijaya59@yahoo.com;88802146296;Balikpapan;Kalimantan Timur;10/04/1978;Male;verified;02/04/2023;REF-8573
NBC0457;Yuni Gunawan;127192******;yuni.gunawan548@hotmail.com;81121663651;Medan;Sumatera Utara;26/03/1989;Female;pending;03/12/2023;
NBC0458;Bambang Effendi;327145******;bambang.effendi466@gmail.com;87272359096;Jakarta;DKI Jakarta;19/10/1977;Male;verified;11/01/2024;
NBC0459;Maya Santoso;337412******;maya.santoso976@hotmail.com;83421214614;Malang;Jawa Timur;02/04/1995;Female;rejected;09/05/2024;REF-5250
NBC0460;Andi Setiawan;327553******;andi.setiawan987@outlook.com;82356778265;Surabaya;Jawa Timur;01/08/2000;Male;pending;07/03/2024;
NBC0461;Olivia Suryadi;327195******;olivia.suryadi593@yahoo.com;83502727516;Bandung;Jawa Barat;15/10/1986;Female;unverified;02/12/2024;
NBC0462;Hani Halim;517122******;hani.halim38@yahoo.com;88368296353;Jakarta;DKI Jakarta;29/07/1983;Female;verified;30/01/2022;REF-6960
NBC0463;Surya Cahyadi;327199******;surya.cahyadi512@hotmail.com;85655868512;Bandung;Jawa Barat;01/08/1995;Male;verified;27/05/2024;REF-3664
NBC0464;Yusuf Hakim;327591******;yusuf.hakim291@gmail.com;81110961798;Palembang;Sumatera Selatan;22/06/1979;Male;verified;28/06/2024;REF-1534
NBC0465;Cindy Anwar;337468******;cindy.anwar565@hotmail.com;81371576605;Makassar;Sulawesi Selatan;16/01/1985;Female;verified;05/11/2024;REF-5333
NBC0466;Reza Wibowo;317163******;reza.wibowo34@gmail.com;81258955296;Medan;Sumatera Utara;06/11/1985;Male;verified;12/03/2024;REF-7444
NBC0467;Mira Zulkarnain;327391******;mira.zulkarnain400@yahoo.com;85582631281;Medan;Sumatera Utara;29/04/2003;Female;pending;13/03/2024;
NBC0468;Rina Maulana;357836******;rina.maulana96@gmail.com;81609209819;Jakarta;DKI Jakarta;26/02/1992;Female;verified;21/02/2022;
NBC0469;Faisal Rahman;327340******;faisal.rahman669@yahoo.com;83383640412;Jakarta;DKI Jakarta;22/02/2003;Male;verified;17/02/2022;REF-2694
NBC0470;Pandu Sugiarto;327128******;pandu.sugiarto290@outlook.com;82117536170;Surabaya;Jawa Timur;23/07/1993;Male;verified;31/05/2022;REF-2250
NBC0471;Reza Tanjung;357891******;reza.tanjung931@hotmail.com;82240299015;Semarang;Jawa Tengah;22/07/1990;Male;verified;18/09/2024;
NBC0472;Siti Maulana;167142******;siti.maulana949@gmail.com;82908088235;Jakarta;DKI Jakarta;24/02/1980;Female;verified;21/03/2023;REF-3270
NBC0473;Dwi Nugroho;347145******;dwi.nugroho494@yahoo.com;81584776863;Jakarta;DKI Jakarta;21/03/1986;Male;verified;21/12/2022;REF-5605
NBC0474;Fitri Firmansyah;327336******;fitri.firmansyah977@hotmail.com;85769459196;Jakarta;DKI Jakarta;04/04/1994;Female;pending;14/02/2023;REF-7126
NBC0475;Dewi Halim;327314******;dewi.halim982@outlook.com;87649856012;Jakarta;DKI Jakarta;22/06/1989;Female;verified;29/05/2024;
NBC0476;Bayu Anwar;357857******;bayu.anwar149@outlook.com;81050537953;Bandung;Jawa Barat;11/03/2000;Male;unverified;16/05/2022;REF-4476
NBC0477;Eko Iskandar;517195******;eko.iskandar77@hotmail.com;88655330770;Bali;Bali;24/04/1987;Male;verified;12/05/2024;REF-8418
NBC0478;Taufik Tanjung;337483******;taufik.tanjung22@outlook.com;81907426088;Makassar;Sulawesi Selatan;02/10/1976;Male;verified;22/11/2023;REF-2137
NBC0479;Reza Firmansyah;347150******;reza.firmansyah772@outlook.com;85185790647;Jakarta;DKI Jakarta;16/02/1997;Male;verified;06/09/2022;
NBC0480;Fitri Saputra;337416******;fitri.saputra846@gmail.com;82156321358;Bali;Bali;22/03/1975;Female;verified;18/04/2022;REF-1705
NBC0481;Surya Kusuma;347152******;surya.kusuma705@hotmail.com;83229712529;Bandung;Jawa Barat;16/07/1993;Male;verified;04/07/2024;REF-9548
NBC0482;Maulana Effendi;127145******;maulana.effendi330@hotmail.com;82144158331;Manado;Sulawesi Utara;16/05/1978;Male;verified;09/10/2024;REF-1215
NBC0483;Farah Tanjung;337472******;farah.tanjung108@outlook.com;82988547281;Jakarta;DKI Jakarta;31/10/1980;Female;verified;25/03/2023;
NBC0484;Dedi Cahyadi;337461******;dedi.cahyadi193@gmail.com;83624912711;Bandung;Jawa Barat;16/10/1985;Male;verified;03/02/2022;
NBC0485;Ahmad Effendi;167167******;ahmad.effendi361@outlook.com;81815632686;Bandung;Jawa Barat;13/10/1997;Male;verified;15/11/2023;REF-5466
NBC0486;Andi Tanjung;327534******;andi.tanjung302@yahoo.com;85294897861;Jakarta;DKI Jakarta;22/07/2005;Male;verified;13/04/2022;REF-2819
NBC0487;Andi Wijaya;517144******;andi.wijaya245@gmail.com;87143966613;Bandung;Jawa Barat;13/01/1987;Male;pending;11/10/2024;REF-4335
NBC0488;Rio Hakim;317122******;rio.hakim190@hotmail.com;88432512257;Pontianak;Kalimantan Barat;12/05/1981;Male;verified;27/01/2022;REF-8011
NBC0489;Joko Susanto;327131******;joko.susanto696@gmail.com;87579073710;Jakarta;DKI Jakarta;12/10/1975;Male;verified;19/08/2023;
NBC0490;Iwan Hidayat;327122******;iwan.hidayat312@outlook.com;85758474570;Bandung;Jawa Barat;26/10/1990;Male;verified;09/09/2023;
NBC0491;Bilqis Effendi;327144******;bilqis.effendi703@gmail.com;82632570396;Jakarta;DKI Jakarta;14/02/1991;Female;verified;27/02/2023;
NBC0492;Yusuf Hartono;347190******;yusuf.hartono696@hotmail.com;87245569644;Surabaya;Jawa Timur;20/07/1983;Male;verified;26/03/2022;REF-6624
NBC0493;Gita Zulkarnain;127182******;gita.zulkarnain992@outlook.com;83107272849;Balikpapan;Kalimantan Timur;14/01/2000;Female;verified;30/11/2022;REF-5722
NBC0494;Rio Pratama;127115******;rio.pratama223@outlook.com;87107406500;Semarang;Jawa Tengah;12/04/1986;Male;verified;10/10/2022;REF-5641
NBC0495;Intan Hidayat;327144******;intan.hidayat147@yahoo.com;85914307536;Bandung;Jawa Barat;15/12/1993;Female;verified;28/03/2024;
NBC0496;Oka Firmansyah;517149******;oka.firmansyah178@hotmail.com;88592342683;Jakarta;DKI Jakarta;03/07/1988;Male;verified;17/09/2023;REF-8555
NBC0497;Yusuf Zulkarnain;327127******;yusuf.zulkarnain540@hotmail.com;88585756766;Yogyakarta;DI Yogyakarta;10/09/1995;Male;unverified;26/02/2022;
NBC0498;Hendra Yudha;327127******;hendra.yudha630@outlook.com;82985298940;Semarang;Jawa Tengah;12/08/1992;Male;verified;15/09/2022;REF-1097
NBC0499;Galih Budiman;127116******;galih.budiman87@gmail.com;83159149750;Jakarta;DKI Jakarta;12/06/1980;Male;unverified;12/11/2024;
NBC0500;Luki Budiman;327381******;luki.budiman759@hotmail.com;82324407931;Bogor;Jawa Barat;05/01/1978;Male;rejected;01/01/2022;REF-2983
NBC0501;Nanda Anwar;327170******;nanda.anwar26@hotmail.com;85014672384;Surabaya;Jawa Timur;27/06/2002;Male;verified;18/06/2024;
NBC0502;Diah Hidayat;317133******;diah.hidayat146@yahoo.com;82883774419;Medan;Sumatera Utara;10/02/1997;Female;verified;23/01/2024;REF-7409
NBC0503;Eko Gunawan;327564******;eko.gunawan152@gmail.com;83719609409;Jakarta;DKI Jakarta;09/12/1994;Male;pending;29/03/2022;
NBC0504;Gilang Gunawan;127145******;gilang.gunawan10@yahoo.com;83883586812;Surabaya;Jawa Timur;03/06/2004;Male;verified;07/11/2022;REF-6558
NBC0505;Gilang Iskandar;347160******;gilang.iskandar70@hotmail.com;85792988425;Bandung;Jawa Barat;31/05/2001;Male;unverified;14/12/2023;REF-7615
NBC0506;Ahmad Maulana;337422******;ahmad.maulana682@gmail.com;85753312661;Bandung;Jawa Barat;11/10/1977;Male;verified;28/05/2023;REF-2194
NBC0507;Wahyu Saputra;327351******;wahyu.saputra111@hotmail.com;85298334774;Bandung;Jawa Barat;11/02/1985;Male;pending;17/02/2023;
NBC0508;Jaka Suryadi;327184******;jaka.suryadi25@gmail.com;82020569815;Jakarta;DKI Jakarta;25/04/1983;Male;rejected;17/12/2024;REF-4399
NBC0509;Gracia Cahyadi;357855******;gracia.cahyadi634@yahoo.com;81766191284;Surabaya;Jawa Timur;12/07/1979;Female;verified;30/08/2022;REF-1843
NBC0510;Wulan Saputra;337447******;wulan.saputra945@outlook.com;85512418938;Bandung;Jawa Barat;02/06/2002;Female;verified;21/10/2024;REF-1928
NBC0511;Fajar Effendi;347193******;fajar.effendi31@gmail.com;83643502385;Surabaya;Jawa Timur;03/10/2004;Male;verified;08/05/2022;REF-2194
NBC0512;Mira Wijaya;357819******;mira.wijaya973@hotmail.com;87918724010;Bandung;Jawa Barat;11/04/1997;Female;verified;05/11/2024;REF-6738
NBC0513;Surya Lestari;317117******;surya.lestari27@yahoo.com;87960870662;Medan;Sumatera Utara;11/04/1994;Male;pending;24/05/2024;REF-2893
NBC0514;Rangga Salim;357834******;rangga.salim352@hotmail.com;81331903689;Jakarta;DKI Jakarta;20/01/1977;Male;verified;31/01/2022;
NBC0515;Andi Kusuma;317126******;andi.kusuma450@yahoo.com;83055934296;Surabaya;Jawa Timur;22/06/1996;Male;verified;08/09/2022;REF-2251
NBC0516;Kevin Anwar;127155******;kevin.anwar920@yahoo.com;85458438458;Jakarta;DKI Jakarta;01/08/1997;Male;pending;02/08/2022;REF-7731
NBC0517;Prita Darmawan;347120******;prita.darmawan209@yahoo.com;87348315203;Semarang;Jawa Tengah;01/10/1994;Female;verified;18/07/2024;
NBC0518;Rizki Iskandar;347185******;rizki.iskandar394@outlook.com;81049670667;Bali;Bali;28/12/1976;Male;verified;05/04/2023;REF-4021
NBC0519;Kirana Santoso;347114******;kirana.santoso555@outlook.com;81954930596;Surabaya;Jawa Timur;06/03/1994;Female;verified;27/04/2022;
NBC0520;Yanti Hakim;167169******;yanti.hakim435@outlook.com;82673204413;Jakarta;DKI Jakarta;08/05/1999;Female;verified;29/08/2023;REF-7465
NBC0521;Putra Salim;347194******;putra.salim257@gmail.com;81495427707;Jakarta;DKI Jakarta;26/05/1975;Male;verified;13/08/2024;REF-6877
NBC0522;Lukman Anwar;327517******;lukman.anwar594@gmail.com;83985172444;Surabaya;Jawa Timur;14/03/1997;Male;verified;18/09/2022;REF-3858
NBC0523;Rangga Santoso;337424******;rangga.santoso671@gmail.com;82879508304;Medan;Sumatera Utara;19/07/1986;Male;verified;03/02/2022;REF-6789
NBC0524;Rizki Wibowo;357823******;rizki.wibowo80@hotmail.com;81813359561;Jakarta;DKI Jakarta;17/10/2003;Male;rejected;23/05/2024;
NBC0525;Taufik Salim;357862******;taufik.salim919@outlook.com;85490250429;Medan;Sumatera Utara;23/02/1976;Male;verified;06/08/2022;REF-6129
NBC0526;Hendra Cahyadi;517154******;hendra.cahyadi963@yahoo.com;85902611398;Jakarta;DKI Jakarta;07/10/2000;Male;verified;27/01/2025;
NBC0527;Fajar Budiman;317187******;fajar.budiman484@hotmail.com;83439435353;Semarang;Jawa Tengah;13/06/1995;Male;verified;07/10/2023;
NBC0528;Nanda Halim;327556******;nanda.halim82@outlook.com;87815793763;Surabaya;Jawa Timur;16/07/2000;Male;verified;14/09/2022;
NBC0529;Reza Nugroho;517143******;reza.nugroho815@outlook.com;83511668297;Bandung;Jawa Barat;19/05/2003;Male;unverified;10/02/2023;
NBC0530;Siti Maulana;327163******;siti.maulana270@hotmail.com;88120602128;Jakarta;DKI Jakarta;29/09/1998;Female;pending;05/03/2024;
NBC0531;Zaki Wibowo;347125******;zaki.wibowo345@outlook.com;87991015767;Surabaya;Jawa Timur;18/07/1994;Male;rejected;16/08/2023;
NBC0532;Yanti Permana;517175******;yanti.permana86@yahoo.com;81995765728;Surabaya;Jawa Timur;19/05/2001;Female;rejected;27/07/2023;
